scientificname,sources,n_rows,is_genus_placeholder,is_non_binomial,taxonomy_source,filter_level_used,status,accepted_name,aphia_id,gbif_key,rank_resolved,resolved_kingdom,resolved_phylum,resolved_class,resolved_order,resolved_family,resolved_genus,habitat,source_taxonomy_kingdom,source_taxonomy_phylum,source_taxonomy_class,source_taxonomy_order,source_taxonomy_family,source_taxonomy_genus,hierarchy_match,taxonomy_provenance,manual_correction_applied,manual_corrected_query_name,manual_correction_note
Melanotaenia splendida ssp. splendida,wqbench,20,FALSE,TRUE,wqbench,none,gbif_resolved,Melanotaenia splendida splendida,NA,7193753,SUBSPECIES,Animalia,Chordata,NA,Atheriniformes,Melanotaeniidae,Melanotaenia,NA,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,TRUE,gbif_full,FALSE,NA,NA
Melita longidactyla,wqbench,20,FALSE,FALSE,wqbench,class,exact_filtered,Melita longidactyla,537218,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,marine,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,TRUE,worms_full,FALSE,NA,NA
Modiolus philippinarum,wqbench,20,FALSE,FALSE,wqbench,class,exact_filtered,Modiolus philippinarum,214951,NA,Species,Animalia,Mollusca,Bivalvia,Mytilida,Modiolidae,Modiolus,marine,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Modiolus,TRUE,worms_full,FALSE,NA,NA
Neogoniolithon fosliei,"anztox,wqbench",20,FALSE,FALSE,wqbench,class,exact_filtered,Neogoniolithon fosliei,239328,NA,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Spongitidaceae,Neogoniolithon,marine,Plantae,Rhodophycota,Florideophyceae,Corallinales,Corallinaceae,Neogoniolithon,FALSE,worms_full,FALSE,NA,NA
Neopanope texana,"anztox,envirotox,wqbench",20,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Dyspanopeus texanus,395002,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Neopanope,marine,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Neopanope,TRUE,worms_full,FALSE,NA,NA
Nitellopsis obtusa,wqbench,20,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Nitellopsis obtusa,465535,NA,Species,Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitellopsis,marine|freshwater,Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitellopsis,TRUE,worms_full,FALSE,NA,NA
Nitzschia kuetzingiana,"envirotox,wqbench",20,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Nitzschia kuetzingiana,175397,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,marine|freshwater,Chromista,Bacillariophyta,Bacillariophyceae,Pennales,Bacillariaceae,Nitzschia,FALSE,worms_full,FALSE,NA,NA
Nitzschia linearis,wqbench,20,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Nitzschia linearis,149594,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,freshwater,Chromista,Bacillariophyta,Bacillariophyceae,Pennales,Bacillariaceae,Nitzschia,FALSE,worms_full,FALSE,NA,NA
Notropis mekistocholas,"envirotox,wqbench",20,FALSE,FALSE,wqbench,phylum,exact_filtered,Notropis mekistocholas,1013151,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Notropis,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,TRUE,worms_full,FALSE,NA,NA
Notropis topeka,"envirotox,wqbench",20,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Miniellus topeka,1019788,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Notropis,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,TRUE,worms_full,FALSE,NA,NA
Paralichthys orbignyanus,"envirotox,wqbench",20,FALSE,FALSE,wqbench,phylum,exact_filtered,Paralichthys orbignyanus,275817,NA,Species,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,marine|brackish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,TRUE,worms_full,FALSE,NA,NA
Peronella japonica,wqbench,20,FALSE,FALSE,wqbench,class,exact_filtered,Peronella japonica,513441,NA,Species,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Laganidae,Peronella,marine,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Peronella,TRUE,worms_full,FALSE,NA,NA
Polyarthra sp,envirotox,20,TRUE,FALSE,envirotox,genus_only,genus_resolved,Polyarthra sp,134957,NA,Genus,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,freshwater,Animalia,Rotifera,Monogononta,Ploima,Synchaetidae,NA,TRUE,worms_full,FALSE,NA,NA
Polypedates megacephalus,wqbench,20,FALSE,FALSE,wqbench,class,exact_filtered,Polypedates megacephalus,1522569,NA,Species,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,freshwater,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,TRUE,worms_full,FALSE,NA,NA
Procambarus acutus,"envirotox,wqbench",20,FALSE,FALSE,wqbench,class,exact_filtered,Procambarus acutus,885379,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,freshwater,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,TRUE,worms_full,FALSE,NA,NA
Procambarus clarki,anztox,20,FALSE,FALSE,anztox,genus,fuzzy_filtered,Procambarus clarkii,465540,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,brackish|freshwater,NA,NA,NA,NA,NA,NA,NA,worms_full,FALSE,NA,NA
Protothaca staminea,"anztox,envirotox,wqbench",20,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Leukoma staminea,546006,NA,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,marine,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Protothaca,TRUE,worms_full,FALSE,NA,NA
Rhodomonas salina,wqbench,20,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Rhodomonas salina,106316,NA,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,marine,Plantae,Cryptophycophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Rhodomonas,FALSE,worms_full,FALSE,NA,NA
Scopalina lophyropoda,wqbench,20,FALSE,FALSE,wqbench,class,exact_filtered,Scopalina lophyropoda,132557,NA,Species,Animalia,Porifera,Demospongiae,Scopalinida,Scopalinidae,Scopalina,marine,Animalia,Porifera,Demospongiae,Halichondrida,Dictyonellidae,Scopalina,TRUE,worms_full,FALSE,NA,NA
Semotilus atromaculatus,"envirotox,wqbench",20,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Semotilus atromaculatus,590495,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Semotilus,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Semotilus,TRUE,worms_full,FALSE,NA,NA
Seriatopora hystrix,"anztox,wqbench",20,FALSE,FALSE,wqbench,phylum,exact_filtered,Seriatopora hystrix,206973,NA,Species,Animalia,Cnidaria,Hexacorallia,Scleractinia,Pocilloporidae,Seriatopora,marine,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,TRUE,worms_full,FALSE,NA,NA
Solea solea,"anztox,envirotox,wqbench",20,FALSE,FALSE,wqbench,phylum,exact_filtered,Solea solea,127160,NA,Species,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,marine|brackish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,TRUE,worms_full,FALSE,NA,NA
Spea intermontana,wqbench,20,FALSE,FALSE,wqbench,none,gbif_resolved,Spea intermontana,NA,2429791,SPECIES,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,NA,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,TRUE,gbif_full,FALSE,NA,NA
Styela plicata,wqbench,20,FALSE,FALSE,wqbench,class,exact_filtered,Styela plicata,103936,NA,Species,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,marine,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,TRUE,worms_full,FALSE,NA,NA
Tribolodon hakonensis,wqbench,20,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Pseudaspius hakonensis,283042,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Tribolodon,brackish|freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tribolodon,TRUE,worms_full,FALSE,NA,NA
Trichocorixa sp.,wqbench,20,TRUE,FALSE,wqbench,genus_only,genus_resolved,Trichocorixa sp.,159992,NA,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Trichocorixa,marine,Animalia,Arthropoda,Insecta,Heteroptera,Corixidae,Trichocorixa,TRUE,worms_full,FALSE,NA,NA
Ulva reticulata,"envirotox,wqbench",20,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Ulva reticulata,211466,NA,Species,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,marine,Plantae,Chlorophyta,Chlorophyceae,Ulotrichales,Ulvaceae,Ulva,TRUE,worms_full,FALSE,NA,NA
Adamussium colbecki,wqbench,19,FALSE,FALSE,wqbench,class,exact_filtered,Adamussium colbecki,197021,NA,Species,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Adamussium,marine,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussiidae,Adamussium,TRUE,worms_full,FALSE,NA,NA
Alburnus tarichi,wqbench,19,FALSE,FALSE,wqbench,phylum,exact_filtered,Alburnus tarichi,1026599,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Alburnus,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Alburnus,TRUE,worms_full,FALSE,NA,NA
Ambassis sp,envirotox,19,TRUE,FALSE,envirotox,genus_only,genus_resolved,Ambassis sp,204831,NA,Genus,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Ambassidae,Ambassis,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae,NA,TRUE,worms_full,FALSE,NA,NA
Anabaena fertilissima,wqbench,19,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Trichormus fertilissimus,662133,NA,Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaena,freshwater|terrestrial,Monera,Cyanophycota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,FALSE,worms_full,FALSE,NA,NA
Ancylus fluviatilis,"envirotox,wqbench",19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Ancylus fluviatilis,821985,NA,Species,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Ancylus,freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Ancylidae,Ancylus,TRUE,worms_full,FALSE,NA,NA
Arrenurus sp.,wqbench,19,TRUE,FALSE,wqbench,none,gbif_resolved,Arrenurus,NA,2181035,GENUS,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,NA,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,TRUE,gbif_full,FALSE,NA,NA
Aurelia aurita,wqbench,19,FALSE,FALSE,wqbench,class,exact_filtered,Aurelia aurita,135306,NA,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,marine,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,TRUE,worms_full,FALSE,NA,NA
Bryocamptus zschokkei,wqbench,19,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Bryocamptus (Rheocamptus) zschokkei zschokkei,360852,NA,Species,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Bryocamptus,freshwater,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,Bryocamptus,TRUE,worms_full,FALSE,NA,NA
Chilina gibbosa,wqbench,19,FALSE,FALSE,wqbench,class,exact_filtered,Chilina gibbosa,767272,NA,Species,Animalia,Mollusca,Gastropoda,NA,Chilinidae,Chilina,freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Chilinidae,Chilina,TRUE,worms_full,FALSE,NA,NA
Cordylophora caspia,wqbench,19,FALSE,FALSE,wqbench,class,exact_filtered,Cordylophora caspia,117428,NA,Species,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Cordylophoridae,Cordylophora,brackish|freshwater,Animalia,Cnidaria,Hydrozoa,Hydroida,Clavidae,Cordylophora,TRUE,worms_full,FALSE,NA,NA
Culex tritaeniorhynchus ssp. summorosus,wqbench,19,FALSE,TRUE,wqbench,none,gbif_resolved,Culex tritaeniorhynchus summorosus,NA,6134190,SUBSPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,NA,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,TRUE,gbif_full,FALSE,NA,NA
Cylindrospermopsis raciborskii,wqbench,19,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Raphidiopsis raciborskii,609461,NA,Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,freshwater,Monera,Cyanophycota,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,FALSE,worms_full,FALSE,NA,NA
Cymodocea nodosa,wqbench,19,FALSE,FALSE,wqbench,genus,exact_filtered,Cymodocea nodosa,145793,NA,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Cymodoceaceae,Cymodocea,marine,Plantae,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Cymodocea,FALSE,worms_full,FALSE,NA,NA
Echinogammarus berilloni,"envirotox,wqbench",19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Echinogammarus berilloni,180160,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,marine|brackish|freshwater,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,TRUE,worms_full,FALSE,NA,NA
Emerita brasiliensis,"envirotox,wqbench",19,FALSE,FALSE,wqbench,class,exact_filtered,Emerita brasiliensis,467700,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,marine,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,TRUE,worms_full,FALSE,NA,NA
Enneacanthus gloriosus,"envirotox,wqbench",19,FALSE,FALSE,wqbench,phylum,exact_filtered,Enneacanthus gloriosus,1165234,NA,Species,Animalia,Chordata,Teleostei,Centrarchiformes,Centrarchidae,Enneacanthus,freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Enneacanthus,TRUE,worms_full,FALSE,NA,NA
Enteromorpha intestinalis,wqbench,19,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Ulva intestinalis,145962,NA,Species,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Enteromorpha,marine,Plantae,Chlorophyta,Chlorophyceae,Ulotrichales,Ulvaceae,Enteromorpha,TRUE,worms_full,FALSE,NA,NA
Entomoneis punctulata,"anztox,wqbench",19,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Entomoneis punctulata,593847,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Surirellales,Entomoneidaceae,Entomoneis,marine,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Entomoneidaceae,Entomoneis,FALSE,worms_full,FALSE,NA,NA
Gammarus palustris,wqbench,19,FALSE,FALSE,wqbench,class,exact_filtered,Gammarus palustris,490283,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,brackish,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,TRUE,worms_full,FALSE,NA,NA
Gammarus sp,"anztox,envirotox",19,TRUE,FALSE,envirotox,genus_only,genus_resolved,Gammarus sp,101537,NA,Genus,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,marine|brackish|freshwater,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,TRUE,worms_full,FALSE,NA,NA
Heptagenia sulphurea,"envirotox,wqbench",19,FALSE,FALSE,wqbench,none,gbif_resolved,Heptagenia sulphurea,NA,4481425,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Heptagenia,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Heptagenia,TRUE,gbif_full,FALSE,NA,NA
Hydropsyche occidentalis,"anztox,envirotox,wqbench",19,FALSE,FALSE,wqbench,none,gbif_resolved,Hydropsyche occidentalis,NA,5053998,SPECIES,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,NA,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,TRUE,gbif_full,FALSE,NA,NA
Lecane sp.,wqbench,19,TRUE,FALSE,wqbench,genus_only,genus_resolved,Lecane sp.,134952,NA,Genus,Animalia,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,marine|brackish|freshwater,Animalia,Rotifera,Monogononta,Ploima,Lecanidae,Lecane,TRUE,worms_full,FALSE,NA,NA
Leptodora kindtii,"envirotox,wqbench",19,FALSE,FALSE,wqbench,class,exact_filtered,Leptodora kindtii,247980,NA,Species,Animalia,Arthropoda,Branchiopoda,Haplopoda,Leptodoridae,Leptodora,brackish|freshwater,Animalia,Arthropoda,Branchiopoda,Diplostraca,Leptodoridae,Leptodora,TRUE,worms_full,FALSE,NA,NA
Ligumia recta,wqbench,19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Ligumia recta,857339,NA,Species,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Ligumia,freshwater,Animalia,Mollusca,Bivalvia,Unionoida,Unionidae,Ligumia,TRUE,worms_full,FALSE,NA,NA
Melanopsis dufouri,"envirotox,wqbench",19,FALSE,FALSE,wqbench,none,gbif_resolved,Melanopsis dufourii,NA,8418605,SPECIES,Animalia,Mollusca,Gastropoda,NA,Melanopsidae,Melanopsis,NA,Animalia,Mollusca,Gastropoda,Mesogastropoda,Melanopsidae,Melanopsis,TRUE,gbif_full,FALSE,NA,NA
Montastraea franksi,wqbench,19,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Orbicella franksi,287964,NA,Species,Animalia,Cnidaria,Hexacorallia,Scleractinia,Montastraeidae,Montastraea,marine,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,TRUE,worms_full,FALSE,NA,NA
Nephrops norvegicus,wqbench,19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Nephrops norvegicus,107254,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,marine,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,TRUE,worms_full,FALSE,NA,NA
Oocystis lacustris,wqbench,19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Oocystis lacustris,178936,NA,Species,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Oocystis,freshwater|terrestrial,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Oocystis,TRUE,worms_full,FALSE,NA,NA
Opsanus beta,"anztox,envirotox,wqbench",19,FALSE,FALSE,wqbench,phylum,exact_filtered,Opsanus beta,275645,NA,Species,Animalia,Chordata,Teleostei,Batrachoidiformes,Batrachoididae,Opsanus,marine,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Opsanus,TRUE,worms_full,FALSE,NA,NA
Ostrea edulis,"anztox,envirotox,wqbench",19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Ostrea edulis,140658,NA,Species,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,marine,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Ostrea,TRUE,worms_full,FALSE,NA,NA
Planorbis carinatus,wqbench,19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Planorbis carinatus,716341,NA,Species,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Planorbis,freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Planorbidae,Planorbis,TRUE,worms_full,FALSE,NA,NA
Platymonas sp.,wqbench,19,TRUE,FALSE,wqbench,genus_only,genus_resolved,Platymonas sp.,134525,NA,Genus,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Platymonas,marine,Plantae,Prasinophyta,Prasinophyceae,Pyramimonadales,Platymonadaceae,Platymonas,FALSE,worms_full,FALSE,NA,NA
Prymnesium parvum,"envirotox,wqbench",19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Prymnesium parvum,160564,NA,Species,Chromista,Haptophyta,Coccolithophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,marine|brackish|freshwater,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,TRUE,worms_full,FALSE,NA,NA
Pseudacris feriarum,wqbench,19,FALSE,FALSE,wqbench,none,gbif_resolved,Pseudacris feriarum,NA,2428152,SPECIES,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,NA,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,TRUE,gbif_full,FALSE,NA,NA
Pseudodiaptomus coronatus,"anztox,envirotox,wqbench",19,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Pseudodiaptomus pelagicus,157681,NA,Species,Animalia,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,marine,Animalia,Arthropoda,Maxillopoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,TRUE,worms_full,FALSE,NA,NA
Rhinichthys atratulus,"envirotox,wqbench",19,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Rhinichthys atratulus,159985,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Rhinichthys,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys,TRUE,worms_full,FALSE,NA,NA
Schizoporella errata,wqbench,19,FALSE,FALSE,wqbench,class,exact_filtered,Schizoporella errata,111527,NA,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,marine,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Schizoporellidae,Schizoporella,TRUE,worms_full,FALSE,NA,NA
Seriola quinqueradiata,"envirotox,wqbench",19,FALSE,FALSE,wqbench,phylum,exact_filtered,Seriola quinqueradiata,276651,NA,Species,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,marine,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Seriola,TRUE,worms_full,FALSE,NA,NA
Spea multiplicata,wqbench,19,FALSE,FALSE,wqbench,none,gbif_resolved,Spea multiplicata,NA,2429785,SPECIES,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,NA,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,TRUE,gbif_full,FALSE,NA,NA
Sphaerium sp.,wqbench,19,TRUE,FALSE,wqbench,genus_only,genus_resolved,Sphaerium sp.,181560,NA,Genus,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Sphaerium,freshwater,Animalia,Mollusca,Bivalvia,Veneroida,Pisidiidae,Sphaerium,TRUE,worms_full,FALSE,NA,NA
Tanytarsini,wqbench,19,FALSE,TRUE,wqbench,class,exact_filtered,Tanytarsini,712121,NA,Tribe,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,marine|terrestrial,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsini,TRUE,worms_full,FALSE,NA,NA
Aedes communis,"envirotox,wqbench",18,FALSE,FALSE,wqbench,none,gbif_resolved,Aedes communis,NA,1651255,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,NA,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,TRUE,gbif_full,FALSE,NA,NA
Alasmidonta heterodon,wqbench,18,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Prolasmidonta heterodon,571953,NA,Species,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Alasmidonta,freshwater,Animalia,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta,TRUE,worms_full,FALSE,NA,NA
Astacus astacus,wqbench,18,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Astacus astacus,877649,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Astacus,freshwater,Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Astacus,TRUE,worms_full,FALSE,NA,NA
Attheyella crassa,"envirotox,wqbench",18,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Attheyella (Attheyella) crassa,357324,NA,Species,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Attheyella,freshwater|terrestrial,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Canthocamptidae,Attheyella,TRUE,worms_full,FALSE,NA,NA
Aulacomya ater,wqbench,18,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Aulacomya atra,224604,NA,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Aulacomya,marine,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Aulacomya,TRUE,worms_full,FALSE,NA,NA
Barilius bendelisis,"envirotox,wqbench",18,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Opsarius bendelisis,1011904,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barilius,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barilius,TRUE,worms_full,FALSE,NA,NA
Capitella sp.,wqbench,18,TRUE,FALSE,wqbench,genus_only,genus_resolved,Capitella sp.,129211,NA,Genus,Animalia,Annelida,Polychaeta,NA,Capitellidae,Capitella,marine,Animalia,Annelida,Sedentaria,Scolecida,Capitellidae,Capitella,TRUE,worms_full,FALSE,NA,NA
Caquetaia kraussii,"envirotox,wqbench",18,FALSE,FALSE,wqbench,phylum,exact_filtered,Caquetaia kraussii,1020130,NA,Species,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Caquetaia,freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Caquetaia,TRUE,worms_full,FALSE,NA,NA
Chironomus sp,"anztox,envirotox",18,TRUE,FALSE,envirotox,genus_only,genus_resolved,Chironomus sp,146802,NA,Genus,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,marine|brackish|freshwater|terrestrial,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,TRUE,worms_full,FALSE,NA,NA
Chlamydomonas snowiae,wqbench,18,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Chlamydomonas snowiae,608424,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,freshwater|terrestrial,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,TRUE,worms_full,FALSE,NA,NA
